All event log messages.
Date:	2016-09-21 09:52:02
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
32887     	I   	Operational         	10052   	Regain start                            	2016-09-21 00:59:03 	A regain movement has started.	{args: "0"}
32888     	I   	Operational         	10053   	Regain ready                            	2016-09-21 00:59:03 	The regain movement is ready.	{args: "0"}
32889     	I   	Operational         	10151   	Program started                         	2016-09-21 00:59:03 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32890     	I   	Operational         	10151   	Program started                         	2016-09-21 00:59:03 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32891     	E   	Motion              	50021   	Joint position error                    	2016-09-21 00:59:55 	Actual position of joint rob_L_5 is too far away from the ordered position.	{args: "rob_L_5"}
32892     	I   	Operational         	10020   	Execution error state                   	2016-09-21 00:59:55 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
32893     	I   	Operational         	10020   	Execution error state                   	2016-09-21 00:59:55 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
32894     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 00:59:55 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32895     	I   	Operational         	10125   	Program stopped                         	2016-09-21 00:59:55 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32896     	I   	Operational         	10125   	Program stopped                         	2016-09-21 00:59:55 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32897     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 00:59:55 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32898     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:00:52 	The system is in the Manual mode.	{args: }
32899     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:00:52 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32900     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 01:00:53 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32901     	I   	Operational         	10011   	Motors ON state                         	2016-09-21 01:00:53 	The system is in the Motors ON state.	{args: }
32902     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:01:09 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
32903     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:01:09 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
32904     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:01:09 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
32905     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:01:09 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
32906     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:01:10 	A regain movement has started.	{args: "0"}
32907     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:01:10 	The regain movement is ready.	{args: "0"}
32908     	I   	Operational         	10151   	Program started                         	2016-09-21 01:01:10 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32909     	I   	Operational         	10151   	Program started                         	2016-09-21 01:01:10 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32910     	W   	Program             	41595   	Socket error                            	2016-09-21 01:01:36 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43226:8388608.000000"}
32911     	W   	Program             	41595   	Socket error                            	2016-09-21 01:01:36 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "54:10:2::58534:8388608.000000"}
32912     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:01:36 	The system has been ordered to go to the Automatic mode.	{args: }
32913     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:01:36 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32914     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:01:36 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32915     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:01:37 	The system is in the Automatic mode.	{args: }
32916     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:01:39 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
32917     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:01:39 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
32918     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:01:40 	A regain movement has started.	{args: "0"}
32919     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:01:40 	The regain movement is ready.	{args: "0"}
32920     	I   	Operational         	10151   	Program started                         	2016-09-21 01:01:40 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32921     	I   	Operational         	10151   	Program started                         	2016-09-21 01:01:40 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32922     	W   	Program             	41595   	Socket error                            	2016-09-21 01:03:22 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43230:8388608.000000"}
32923     	W   	Program             	41595   	Socket error                            	2016-09-21 01:03:22 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "-24:10:2::58538:8388608.000000"}
32924     	W   	Program             	41595   	Socket error                            	2016-09-21 01:21:41 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43250:8388608.000000"}
32925     	W   	Program             	41595   	Socket error                            	2016-09-21 01:22:42 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43278:8388608.000000"}
32926     	W   	Program             	41595   	Socket error                            	2016-09-21 01:23:56 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43298:8388608.000000"}
32927     	W   	Program             	41595   	Socket error                            	2016-09-21 01:23:56 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "-28:10:2::58606:8388608.000000"}
32928     	W   	Program             	41595   	Socket error                            	2016-09-21 01:24:49 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43306:8388608.000000"}
32929     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:24:49 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32930     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:24:49 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32931     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:24:50 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
32932     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:24:50 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
32933     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:24:52 	A regain movement has started.	{args: "0"}
32934     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:24:52 	The regain movement is ready.	{args: "0"}
32935     	I   	Operational         	10151   	Program started                         	2016-09-21 01:24:52 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32936     	I   	Operational         	10151   	Program started                         	2016-09-21 01:24:52 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32937     	E   	Motion              	50056   	Joint collision                         	2016-09-21 01:26:36 	Actual torque on joint rob_L_3 is higher than ordered while at low or zero speed. Might be caused by jam error (the arm has got stuck) or hardware error.	{args: "rob_L_3"}
32938     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:26:36 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
32939     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:26:36 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
32940     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:26:36 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32941     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:26:36 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32942     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:26:36 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32943     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 01:26:36 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32944     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:26:42 	The system is in the Manual mode.	{args: }
32945     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:26:42 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32946     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 01:26:43 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32947     	I   	Operational         	10011   	Motors ON state                         	2016-09-21 01:26:44 	The system is in the Motors ON state.	{args: }
32948     	E   	Motion              	50028   	Jog in wrong direction                  	2016-09-21 01:26:45 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
32949     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:26:55 	The system has been ordered to go to the Automatic mode.	{args: }
32950     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:26:55 	The system is in the Automatic mode.	{args: }
32951     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:26:57 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
32952     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:26:57 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
32953     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:26:57 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
32954     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:26:57 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
32955     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:26:58 	A regain movement has started.	{args: "0"}
32956     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:26:58 	The regain movement is ready.	{args: "0"}
32957     	I   	Operational         	10151   	Program started                         	2016-09-21 01:26:58 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32958     	I   	Operational         	10151   	Program started                         	2016-09-21 01:26:58 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32959     	W   	Program             	41595   	Socket error                            	2016-09-21 01:27:15 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "54:10:2::58628:8388608.000000"}
32960     	E   	Motion              	50052   	Joint speed error                       	2016-09-21 01:27:42 	The speed of joint rob_L_4 is wrong relative the ordered speed due to error in system or collision.	{args: "rob_L_4"}
32961     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:27:42 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
32962     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:27:42 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
32963     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:27:42 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32964     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:27:42 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32965     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:27:42 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32966     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 01:27:43 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32967     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:28:21 	The system is in the Manual mode.	{args: }
32968     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:28:21 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
32969     	I   	Operational         	10010   	Motors OFF state                        	2016-09-21 01:28:22 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
32970     	I   	Operational         	10011   	Motors ON state                         	2016-09-21 01:28:23 	The system is in the Motors ON state.	{args: }
32971     	W   	Motion              	50204   	Motion supervision                      	2016-09-21 01:28:24 	Motion supervision triggered for axis 3 on mechanical unit ROB_L.	{args: "3", "ROB_L"}
32972     	I   	Operational         	10024   	Collision triggered                     	2016-09-21 01:28:24 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
32973     	I   	Operational         	10026   	Collision retraction                    	2016-09-21 01:28:25 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
32974     	W   	Motion              	50204   	Motion supervision                      	2016-09-21 01:28:25 	Motion supervision triggered for axis 3 on mechanical unit ROB_L.	{args: "3", "ROB_L"}
32975     	I   	Operational         	10024   	Collision triggered                     	2016-09-21 01:28:25 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
32976     	I   	Operational         	10026   	Collision retraction                    	2016-09-21 01:28:27 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
32977     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:28:50 	The system has been ordered to go to the Automatic mode.	{args: }
32978     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:28:50 	The system is in the Automatic mode.	{args: }
32979     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:28:51 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
32980     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:28:51 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
32981     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:28:51 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
32982     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:28:51 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
32983     	I   	Operational         	10025   	Collision confirmed                     	2016-09-21 01:28:51 	The collision detection has been confirmed. 	{args: }
32984     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:28:51 	A regain movement has started.	{args: "0"}
32985     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:28:51 	The regain movement is ready.	{args: "0"}
32986     	I   	Operational         	10151   	Program started                         	2016-09-21 01:28:51 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
32987     	I   	Operational         	10151   	Program started                         	2016-09-21 01:28:51 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
32988     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:29:44 	The system is in the Manual mode.	{args: }
32989     	W   	Program             	41595   	Socket error                            	2016-09-21 01:29:44 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/208.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/208", "ERR_SOCK_CLOSED", "-28:10:2::43328:8388608.000000"}
32990     	W   	Program             	41595   	Socket error                            	2016-09-21 01:29:44 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "-24:10:2::58636:8388608.000000"}
32991     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:29:44 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
32992     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:29:44 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
32993     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:29:44 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
32994     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:29:44 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
32996     	E   	Motion              	50431   	Predicted Collision                     	2016-09-21 01:29:53 	Predicted a collision between objects 'ROB_L_Link5' and 'Base'.	{args: "ROB_L_Link5", "Base"}
32998     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:30:02 	The system has been ordered to go to the Automatic mode.	{args: }
32999     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:30:02 	The system is in the Automatic mode.	{args: }
33000     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:30:59 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
33001     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:30:59 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
33002     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:30:59 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
33003     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:30:59 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
33004     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:31:01 	A regain movement has started.	{args: "0"}
33005     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:31:01 	The regain movement is ready.	{args: "0"}
33006     	I   	Operational         	10151   	Program started                         	2016-09-21 01:31:01 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
33007     	I   	Operational         	10151   	Program started                         	2016-09-21 01:31:01 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
33008     	E   	Motion              	50028   	Jog in wrong direction                  	2016-09-21 01:31:52 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
33009     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:31:52 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
33010     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:31:52 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
33011     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:31:52 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
33012     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:31:52 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
33013     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:32:41 	The system is in the Manual mode.	{args: }
33014     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:32:50 	The system has been ordered to go to the Automatic mode.	{args: }
33015     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:32:50 	The system is in the Automatic mode.	{args: }
33016     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:32:51 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
33017     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:32:51 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
33018     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:32:51 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
33019     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:32:51 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
33020     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:32:52 	A regain movement has started.	{args: "0"}
33021     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:32:52 	The regain movement is ready.	{args: "0"}
33022     	I   	Operational         	10151   	Program started                         	2016-09-21 01:32:52 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
33023     	I   	Operational         	10151   	Program started                         	2016-09-21 01:32:52 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
33024     	E   	Motion              	50028   	Jog in wrong direction                  	2016-09-21 01:33:47 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
33025     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:33:47 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
33026     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:33:47 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
33027     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:33:47 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
33028     	I   	Operational         	10125   	Program stopped                         	2016-09-21 01:33:48 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
33029     	I   	Operational         	10015   	Manual mode selected                    	2016-09-21 01:34:22 	The system is in the Manual mode.	{args: }
33030     	I   	Operational         	10016   	Automatic mode requested                	2016-09-21 01:34:31 	The system has been ordered to go to the Automatic mode.	{args: }
33031     	I   	Operational         	10017   	Automatic mode confirmed                	2016-09-21 01:34:32 	The system is in the Automatic mode.	{args: }
33032     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:34:32 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
33033     	I   	Operational         	10002   	Program pointer has been reset          	2016-09-21 01:34:32 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
33034     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:34:32 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
33035     	I   	Operational         	10021   	Execution error reset                   	2016-09-21 01:34:32 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
33036     	I   	Operational         	10052   	Regain start                            	2016-09-21 01:34:33 	A regain movement has started.	{args: "0"}
33037     	I   	Operational         	10053   	Regain ready                            	2016-09-21 01:34:33 	The regain movement is ready.	{args: "0"}
33038     	I   	Operational         	10151   	Program started                         	2016-09-21 01:34:33 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
33039     	I   	Operational         	10151   	Program started                         	2016-09-21 01:34:33 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
33040     	W   	Program             	41595   	Socket error                            	2016-09-21 01:35:22 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/207.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/207", "ERR_SOCK_CLOSED", "54:10:2::58656:8388608.000000"}
33041     	E   	Motion              	50055   	Joint load too high                     	2016-09-21 01:36:35 	Actual torque on joint rob_L_7 too high. Might be caused by incorrect load data, too high acceleration, high external process forces, low temperature or hardware error.	{args: "rob_L_7"}
33042     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:36:35 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
33043     	I   	Operational         	10020   	Execution error state                   	2016-09-21 01:36:35 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
33044     	I   	Operational         	10012   	Safety guard stop state                 	2016-09-21 01:36:35 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
