All event log messages.
Date:	2016-10-27 04:02:03
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
68154     	I   	Operational         	10129   	Program stopped                         	2016-10-26 10:19:10 	The task T_ROB_R has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB_R"}
68155     	I   	Operational         	10129   	Program stopped                         	2016-10-26 10:19:10 	The task T_ROB_L has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB_L"}
68156     	I   	Operational         	10150   	Program started                         	2016-10-26 10:19:10 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
68157     	I   	Operational         	10150   	Program started                         	2016-10-26 10:19:10 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
68158     	I   	Operational         	10150   	Program started                         	2016-10-26 10:19:10 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
68159     	I   	Operational         	10150   	Program started                         	2016-10-26 10:19:10 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
68160     	E   	Operational         	10110   	Service Message                         	2016-10-26 10:19:10 	The gearbox at rob_R_1 of robot ROB_R needs service.	{args: "rob_R_1", "ROB_R"}
68161     	E   	Operational         	10110   	Service Message                         	2016-10-26 10:19:10 	The gearbox at rob_R_2 of robot ROB_R needs service.	{args: "rob_R_2", "ROB_R"}
68162     	E   	Operational         	10110   	Service Message                         	2016-10-26 10:19:10 	The gearbox at rob_R_3 of robot ROB_R needs service.	{args: "rob_R_3", "ROB_R"}
68163     	E   	Operational         	10110   	Service Message                         	2016-10-26 10:19:10 	The gearbox at rob_L_1 of robot ROB_L needs service.	{args: "rob_L_1", "ROB_L"}
68164     	E   	Operational         	10110   	Service Message                         	2016-10-26 10:19:10 	The gearbox at rob_L_2 of robot ROB_L needs service.	{args: "rob_L_2", "ROB_L"}
68165     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-26 10:19:10 	 During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
68166     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-26 10:19:10 	 During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
68167     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-26 10:19:35 	 Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
68168     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-26 10:19:35 	 Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
68169     	I   	Operational         	10010   	Motors OFF state                        	2016-10-26 10:43:41 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
68170     	I   	Operational         	10011   	Motors ON state                         	2016-10-26 10:43:42 	The system is in the Motors ON state.	{args: }
68171     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:43:46 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68172     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:07 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68173     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:17 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68174     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:21 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68175     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:25 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68176     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:29 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68177     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:33 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68178     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:37 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68179     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:40 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68180     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:44:53 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
68181     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:00 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68182     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:07 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
68183     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:09 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
68184     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:12 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
68185     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:14 	Position for ROB_L joint rob_L_5 is out of working range.	{args: "rob_L_5", "ROB_L"}
68186     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:43 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68187     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:45 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68188     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:45:48 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68189     	W   	Motion              	50204   	Motion supervision                      	2016-10-26 10:46:22 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
68190     	I   	Operational         	10024   	Collision triggered                     	2016-10-26 10:46:22 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
68191     	I   	Operational         	10026   	Collision retraction                    	2016-10-26 10:46:23 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
68192     	W   	Motion              	50204   	Motion supervision                      	2016-10-26 10:46:24 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
68193     	I   	Operational         	10024   	Collision triggered                     	2016-10-26 10:46:24 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
68194     	I   	Operational         	10026   	Collision retraction                    	2016-10-26 10:46:25 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
68195     	W   	Motion              	50204   	Motion supervision                      	2016-10-26 10:46:26 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
68196     	I   	Operational         	10024   	Collision triggered                     	2016-10-26 10:46:26 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
68197     	I   	Operational         	10026   	Collision retraction                    	2016-10-26 10:46:28 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
68198     	W   	Motion              	50204   	Motion supervision                      	2016-10-26 10:46:29 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
68199     	I   	Operational         	10024   	Collision triggered                     	2016-10-26 10:46:29 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
68200     	W   	System              	20408   	PP to Main rejected                     	2016-10-26 10:46:29 	Setting PP to Main, via System IO, was rejected.The reason is that write access is held by Default User using FlexPendant.	{args: "Default User", "FlexPendant"}
68201     	W   	System              	20408   	PP to Main rejected                     	2016-10-26 10:46:30 	Setting PP to Main, via System IO, was rejected.The reason is that write access is held by Default User using FlexPendant.	{args: "Default User", "FlexPendant"}
68202     	W   	System              	20153   	Motors On and Start rejected            	2016-10-26 10:46:30 	Motors On and Start/Restart of program, via System IO, was rejected.	{args: "-4502"}
68203     	I   	Operational         	10026   	Collision retraction                    	2016-10-26 10:46:31 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
68204     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:46:57 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68205     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:46:59 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68206     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-26 10:47:05 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68208     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-26 10:47:07 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68209     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-26 10:47:12 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68210     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:19 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68211     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:20 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68212     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:22 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68213     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:26 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68214     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:34 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68215     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:36 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68216     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:37 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68217     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:38 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68218     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:41 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68219     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:44 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68220     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:48 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68221     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:57 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68222     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:58 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68223     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:47:59 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68224     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:48:00 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68225     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:48:32 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68226     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:48:33 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68227     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:48:40 	Position for ROB_L joint rob_L_4 is out of working range.	{args: "rob_L_4", "ROB_L"}
68228     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-26 10:48:59 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68229     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:16 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68230     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:19 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68231     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:22 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68232     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:23 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68233     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:26 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68234     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:33 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68235     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-26 10:49:45 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68236     	E   	Motion              	50028   	Jog in wrong direction                  	2016-10-26 10:49:57 	Position for ROB_L joint rob_L_1 is out of working range.	{args: "rob_L_1", "ROB_L"}
68237     	I   	Operational         	10025   	Collision confirmed                     	2016-10-26 10:50:24 	The collision detection has been confirmed. 	{args: }
68238     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-26 10:50:32 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68239     	I   	Operational         	10013   	Emergency stop state                    	2016-10-26 10:50:32 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device. 	{args: }
68240     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-26 10:50:45 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68241     	I   	Operational         	10010   	Motors OFF state                        	2016-10-26 10:50:46 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
68242     	I   	Operational         	10011   	Motors ON state                         	2016-10-26 10:50:46 	The system is in the Motors ON state.	{args: }
68243     	E   	Motion              	50052   	Joint speed error                       	2016-10-26 10:51:02 	The speed of joint rob_L_6 is wrong relative the ordered speed due to error in system or collision.	{args: "rob_L_6"}
68244     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-26 10:51:02 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68245     	I   	Operational         	10045   	System restarted                        	2016-10-27 01:34:46 	System was restarted. 	{args: }
68246     	W   	Operational         	12700   	Missing time zone information           	2016-10-27 01:34:46 	No time zone information has been specified.	{args: }
68247     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-27 01:35:46 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68248     	I   	Operational         	10015   	Manual mode selected                    	2016-10-27 01:35:46 	The system is in the Manual mode.	{args: }
68249     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 01:35:46 	The program pointer of task MotionLoggerL has been reset.	{args: "3", "0", "MotionLoggerL"}
68250     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 01:35:46 	The program pointer of task MotionLoggerR has been reset.	{args: "4", "0", "MotionLoggerR"}
68251     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 01:35:46 	The program pointer of task Shared has been reset.	{args: "5", "0", "Shared"}
68252     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 01:35:46 	The program pointer of task MotionSupL has been reset.	{args: "6", "0", "MotionSupL"}
68253     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "1", "T_ROB_R"}
68254     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "2", "T_ROB_L"}
68255     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
68256     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
68257     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
68258     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
68259     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task MotionLoggerL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "3", "MotionLoggerL"}
68260     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task MotionLoggerR has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "4", "MotionLoggerR"}
68261     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task Shared has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "5", "Shared"}
68262     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task MotionSupL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "6", "MotionSupL"}
68263     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task T_ROB_R has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB_R"}
68264     	I   	Operational         	10129   	Program stopped                         	2016-10-27 01:35:46 	The task T_ROB_L has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB_L"}
68265     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
68266     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
68267     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
68268     	I   	Operational         	10150   	Program started                         	2016-10-27 01:35:46 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
68269     	E   	Operational         	10110   	Service Message                         	2016-10-27 01:35:46 	The gearbox at rob_R_1 of robot ROB_R needs service.	{args: "rob_R_1", "ROB_R"}
68270     	E   	Operational         	10110   	Service Message                         	2016-10-27 01:35:46 	The gearbox at rob_R_2 of robot ROB_R needs service.	{args: "rob_R_2", "ROB_R"}
68271     	E   	Operational         	10110   	Service Message                         	2016-10-27 01:35:46 	The gearbox at rob_R_3 of robot ROB_R needs service.	{args: "rob_R_3", "ROB_R"}
68272     	E   	Operational         	10110   	Service Message                         	2016-10-27 01:35:46 	The gearbox at rob_L_1 of robot ROB_L needs service.	{args: "rob_L_1", "ROB_L"}
68273     	E   	Operational         	10110   	Service Message                         	2016-10-27 01:35:46 	The gearbox at rob_L_2 of robot ROB_L needs service.	{args: "rob_L_2", "ROB_L"}
68274     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-27 01:35:46 	 During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
68275     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-27 01:35:46 	 During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
68276     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-27 01:36:11 	 Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
68277     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-27 01:36:11 	 Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
68278     	I   	Operational         	10016   	Automatic mode requested                	2016-10-27 01:55:58 	The system has been ordered to go to the Automatic mode.	{args: }
68279     	I   	Operational         	10010   	Motors OFF state                        	2016-10-27 01:55:58 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
68280     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-27 01:55:58 	The system is in the Automatic mode.	{args: }
68281     	I   	Operational         	10015   	Manual mode selected                    	2016-10-27 01:55:59 	The system is in the Manual mode.	{args: }
68282     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-27 01:55:59 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
68283     	I   	Operational         	10010   	Motors OFF state                        	2016-10-27 01:56:05 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
68284     	I   	Operational         	10011   	Motors ON state                         	2016-10-27 01:56:06 	The system is in the Motors ON state.	{args: }
68285     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-27 01:56:18 	Kinematic limitation for robot ROB_L, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
68286     	I   	Operational         	10016   	Automatic mode requested                	2016-10-27 01:57:12 	The system has been ordered to go to the Automatic mode.	{args: }
68287     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-27 01:57:13 	The system is in the Automatic mode.	{args: }
68288     	I   	Operational         	10052   	Regain start                            	2016-10-27 01:57:18 	A regain movement has started.	{args: "0"}
68289     	I   	Operational         	10053   	Regain ready                            	2016-10-27 01:57:18 	The regain movement is ready.	{args: "0"}
68290     	I   	Operational         	10151   	Program started                         	2016-10-27 01:57:18 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
68291     	I   	Operational         	10151   	Program started                         	2016-10-27 01:57:18 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
68292     	E   	Process             	112755  	Hand not calibrated                     	2016-10-27 01:57:30 	Task: T_ROB_LHand_ L is not calibrated. Context:/SERVER_L/main/Hand_GripOutward/537	{args: "T_ROB_L", "L", "/SERVER_L/main/Hand_GripOutward/537"}
68293     	E   	Process             	112755  	Hand not calibrated                     	2016-10-27 01:57:30 	Task: T_ROB_RHand_ R is not calibrated. Context:/SERVER_R/main/Hand_GripOutward/526	{args: "T_ROB_R", "R", "/SERVER_R/main/Hand_GripOutward/526"}
68294     	W   	Program             	41595   	Socket error                            	2016-10-27 01:57:48 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::34942:8388608.000000"}
68295     	W   	Program             	41595   	Socket error                            	2016-10-27 01:57:48 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::60882:8388608.000000"}
68296     	W   	Program             	41595   	Socket error                            	2016-10-27 02:20:33 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-24:10:2::60890:8388608.000000"}
68297     	I   	Operational         	10125   	Program stopped                         	2016-10-27 02:20:33 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
68298     	I   	Operational         	10125   	Program stopped                         	2016-10-27 02:20:33 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
68299     	I   	Operational         	10015   	Manual mode selected                    	2016-10-27 02:20:35 	The system is in the Manual mode.	{args: }
68300     	E   	Motion              	50431   	Predicted Collision                     	2016-10-27 02:20:37 	Predicted a collision between objects 'ROB_R_Link4' and 'Base'.	{args: "ROB_R_Link4", "Base"}
68301     	I   	Operational         	10016   	Automatic mode requested                	2016-10-27 02:21:11 	The system has been ordered to go to the Automatic mode.	{args: }
68302     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-27 02:21:11 	The system is in the Automatic mode.	{args: }
68303     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 02:23:39 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
68304     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 02:23:39 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
68305     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-27 02:23:45 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
