All event log messages.
Date:	2016-10-22 01:51:36
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
62217     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task MotionLoggerL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "3", "MotionLoggerL"}
62218     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task MotionLoggerR has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "4", "MotionLoggerR"}
62219     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task Shared has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "5", "Shared"}
62220     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task MotionSupL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "6", "MotionSupL"}
62221     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task T_ROB_R has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB_R"}
62222     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:00:22 	The task T_ROB_L has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB_L"}
62223     	I   	Operational         	10150   	Program started                         	2016-10-19 10:00:22 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
62224     	I   	Operational         	10150   	Program started                         	2016-10-19 10:00:22 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
62225     	I   	Operational         	10150   	Program started                         	2016-10-19 10:00:22 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
62226     	I   	Operational         	10150   	Program started                         	2016-10-19 10:00:22 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
62227     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:00:22 	The gearbox at rob_R_1 of robot ROB_R needs service.	{args: "rob_R_1", "ROB_R"}
62228     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:00:22 	The gearbox at rob_R_2 of robot ROB_R needs service.	{args: "rob_R_2", "ROB_R"}
62229     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:00:22 	The gearbox at rob_L_1 of robot ROB_L needs service.	{args: "rob_L_1", "ROB_L"}
62230     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:00:22 	The gearbox at rob_L_2 of robot ROB_L needs service.	{args: "rob_L_2", "ROB_L"}
62231     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:00:22 	 During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62232     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:00:22 	 During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62233     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:00:47 	 Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62234     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:00:47 	 Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62235     	I   	Operational         	10015   	Manual mode selected                    	2016-10-19 10:00:49 	The system is in the Manual mode.	{args: }
62236     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-19 10:00:49 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62237     	I   	Operational         	10010   	Motors OFF state                        	2016-10-19 10:00:50 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62238     	I   	Operational         	10011   	Motors ON state                         	2016-10-19 10:00:51 	The system is in the Motors ON state.	{args: }
62239     	I   	Operational         	10016   	Automatic mode requested                	2016-10-19 10:00:51 	The system has been ordered to go to the Automatic mode.	{args: }
62240     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-19 10:00:52 	The system is in the Automatic mode.	{args: }
62241     	I   	Operational         	10052   	Regain start                            	2016-10-19 10:00:58 	A regain movement has started.	{args: "0"}
62242     	I   	Operational         	10053   	Regain ready                            	2016-10-19 10:00:58 	The regain movement is ready.	{args: "0"}
62243     	I   	Operational         	10156   	Program restarted                       	2016-10-19 10:00:58 	Execution of task T_ROB_R has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB_R"}
62244     	W   	Program             	41574   	Socket error                            	2016-10-19 10:00:59 	Task: T_ROB_R.The socket must be created before it can be used in any socket instruction. Program Ref: /SERVER_R/ServerCreateAndConnect/SocketAccept/145.	{args: "T_ROB_R", "/SERVER_R/ServerCreateAndConnect/SocketAccept/145", "ERR_SOCK_CLOSED"}
62245     	E   	Program             	41574   	Socket error                            	2016-10-19 10:00:59 	Task: T_ROB_R.The socket must be created before it can be used in any socket instruction. Program Ref: /SERVER_R/ServerCreateAndConnect/SocketAccept/145.	{args: "T_ROB_R", "/SERVER_R/ServerCreateAndConnect/SocketAccept/145", "ERR_SOCK_CLOSED"}
62246     	E   	Program             	40228   	Execution error                         	2016-10-19 10:00:59 	The execution of task T_ROB_R has been stopped by a runtime error 41574.	{args: "T_ROB_R", "41574"}
62247     	I   	Operational         	10020   	Execution error state                   	2016-10-19 10:00:59 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62248     	I   	Operational         	10156   	Program restarted                       	2016-10-19 10:00:59 	Execution of task T_ROB_L has been restarted from where it was previously stopped. The originator is an external client.	{args: "2", "T_ROB_L"}
62249     	W   	Program             	41574   	Socket error                            	2016-10-19 10:00:59 	Task: T_ROB_L.The socket must be created before it can be used in any socket instruction. Program Ref: /SERVER_L/ServerCreateAndConnect/SocketAccept/150.	{args: "T_ROB_L", "/SERVER_L/ServerCreateAndConnect/SocketAccept/150", "ERR_SOCK_CLOSED"}
62250     	E   	Program             	41574   	Socket error                            	2016-10-19 10:00:59 	Task: T_ROB_L.The socket must be created before it can be used in any socket instruction. Program Ref: /SERVER_L/ServerCreateAndConnect/SocketAccept/150.	{args: "T_ROB_L", "/SERVER_L/ServerCreateAndConnect/SocketAccept/150", "ERR_SOCK_CLOSED"}
62251     	E   	Program             	40228   	Execution error                         	2016-10-19 10:00:59 	The execution of task T_ROB_L has been stopped by a runtime error 41574.	{args: "T_ROB_L", "41574"}
62252     	I   	Operational         	10020   	Execution error state                   	2016-10-19 10:00:59 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62253     	I   	Operational         	10126   	Program stopped                         	2016-10-19 10:00:59 	The task T_ROB_R has stopped. The reason is that an error has occurred. 	{args: "1", "T_ROB_R"}
62254     	I   	Operational         	10126   	Program stopped                         	2016-10-19 10:00:59 	The task T_ROB_L has stopped. The reason is that an error has occurred. 	{args: "2", "T_ROB_L"}
62255     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:01:15 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62256     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:01:15 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62257     	I   	Operational         	10021   	Execution error reset                   	2016-10-19 10:01:15 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62258     	I   	Operational         	10021   	Execution error reset                   	2016-10-19 10:01:15 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62259     	I   	Operational         	10052   	Regain start                            	2016-10-19 10:01:16 	A regain movement has started.	{args: "0"}
62260     	I   	Operational         	10053   	Regain ready                            	2016-10-19 10:01:16 	The regain movement is ready.	{args: "0"}
62261     	I   	Operational         	10151   	Program started                         	2016-10-19 10:01:16 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62262     	I   	Operational         	10151   	Program started                         	2016-10-19 10:01:16 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62263     	W   	Program             	41595   	Socket error                            	2016-10-19 10:01:28 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::64374:8388608.000000"}
62264     	W   	Motion              	50204   	Motion supervision                      	2016-10-19 10:01:45 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
62265     	W   	Program             	41595   	Socket error                            	2016-10-19 10:01:45 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "54:10:2::64375:8388608.000000"}
62266     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:01:46 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62267     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:01:46 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62268     	W   	System              	20153   	Motors On and Start rejected            	2016-10-19 10:01:51 	Motors On and Start/Restart of program, via System IO, was rejected.	{args: "-811"}
62270     	I   	Operational         	10045   	System restarted                        	2016-10-19 10:06:14 	System was restarted. 	{args: }
62271     	W   	Operational         	12700   	Missing time zone information           	2016-10-19 10:06:14 	No time zone information has been specified.	{args: }
62272     	E   	Operational         	10304   	An update has been ordered              	2016-10-19 10:07:13 	An update of program configuration is done.	{args: "0", "0", "0", "0"}
62273     	I   	Operational         	10010   	Motors OFF state                        	2016-10-19 10:07:14 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62274     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-19 10:07:14 	The system is in the Automatic mode.	{args: }
62275     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:07:14 	The program pointer of task MotionLoggerL has been reset.	{args: "3", "0", "MotionLoggerL"}
62276     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:07:14 	The program pointer of task MotionLoggerR has been reset.	{args: "4", "0", "MotionLoggerR"}
62277     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:07:14 	The program pointer of task Shared has been reset.	{args: "5", "0", "Shared"}
62278     	I   	Operational         	10155   	Program restarted                       	2016-10-19 10:07:14 	Execution of task T_ROB_R has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB_R"}
62279     	I   	Operational         	10155   	Program restarted                       	2016-10-19 10:07:14 	Execution of task T_ROB_L has been restarted from where it was previously stopped. The originator could not be determined.	{args: "2", "T_ROB_L"}
62280     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
62281     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
62282     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
62283     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task MotionLoggerL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "3", "MotionLoggerL"}
62284     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task MotionLoggerR has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "4", "MotionLoggerR"}
62285     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task Shared has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "5", "Shared"}
62286     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task MotionSupL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "6", "MotionSupL"}
62287     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task T_ROB_R has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB_R"}
62288     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:07:14 	The task T_ROB_L has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB_L"}
62289     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
62290     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
62291     	I   	Operational         	10150   	Program started                         	2016-10-19 10:07:14 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
62292     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:07:14 	The gearbox at rob_R_1 of robot ROB_R needs service.	{args: "rob_R_1", "ROB_R"}
62293     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:07:14 	The gearbox at rob_R_2 of robot ROB_R needs service.	{args: "rob_R_2", "ROB_R"}
62294     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:07:14 	The gearbox at rob_L_1 of robot ROB_L needs service.	{args: "rob_L_1", "ROB_L"}
62295     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:07:14 	The gearbox at rob_L_2 of robot ROB_L needs service.	{args: "rob_L_2", "ROB_L"}
62296     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:07:14 	 During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62297     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:07:14 	 During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62298     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:07:39 	 Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62299     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:07:39 	 Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62300     	I   	Operational         	10015   	Manual mode selected                    	2016-10-19 10:07:47 	The system is in the Manual mode.	{args: }
62301     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-19 10:07:47 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62302     	I   	Operational         	10010   	Motors OFF state                        	2016-10-19 10:07:49 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62303     	I   	Operational         	10011   	Motors ON state                         	2016-10-19 10:07:49 	The system is in the Motors ON state.	{args: }
62304     	I   	Operational         	10016   	Automatic mode requested                	2016-10-19 10:07:50 	The system has been ordered to go to the Automatic mode.	{args: }
62305     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-19 10:07:51 	The system is in the Automatic mode.	{args: }
62306     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:09:14 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62307     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:09:15 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62308     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:09:15 	The program pointer of task MotionSupL has been reset.	{args: "6", "0", "MotionSupL"}
62309     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:09:18 	The program pointer of task MotionSupL has been reset.	{args: "6", "0", "MotionSupL"}
62310     	I   	Operational         	10052   	Regain start                            	2016-10-19 10:09:18 	A regain movement has started.	{args: "0"}
62311     	I   	Operational         	10053   	Regain ready                            	2016-10-19 10:09:18 	The regain movement is ready.	{args: "0"}
62312     	I   	Operational         	10151   	Program started                         	2016-10-19 10:09:18 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62313     	I   	Operational         	10151   	Program started                         	2016-10-19 10:09:18 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62314     	I   	Operational         	10151   	Program started                         	2016-10-19 10:09:18 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "6", "MotionSupL"}
62315     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:09:20 	The task MotionSupL has stopped. The reason is that an external or internal stop has occurred. 	{args: "6", "MotionSupL"}
62316     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:09:20 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62317     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:09:20 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62318     	I   	Operational         	10045   	System restarted                        	2016-10-19 10:10:12 	System was restarted. 	{args: }
62319     	W   	Operational         	12700   	Missing time zone information           	2016-10-19 10:10:12 	No time zone information has been specified.	{args: }
62320     	E   	Operational         	10304   	An update has been ordered              	2016-10-19 10:11:11 	An update of program configuration is done.	{args: "0", "0", "0", "0"}
62321     	I   	Operational         	10010   	Motors OFF state                        	2016-10-19 10:11:11 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62322     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-19 10:11:11 	The system is in the Automatic mode.	{args: }
62323     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:11:11 	The program pointer of task MotionLoggerL has been reset.	{args: "3", "0", "MotionLoggerL"}
62324     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:11:11 	The program pointer of task MotionLoggerR has been reset.	{args: "4", "0", "MotionLoggerR"}
62325     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:11:11 	The program pointer of task Shared has been reset.	{args: "5", "0", "Shared"}
62326     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:11:11 	The program pointer of task MotionSupL has been reset.	{args: "6", "0", "MotionSupL"}
62327     	I   	Operational         	10155   	Program restarted                       	2016-10-19 10:11:12 	Execution of task T_ROB_R has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB_R"}
62328     	I   	Operational         	10155   	Program restarted                       	2016-10-19 10:11:12 	Execution of task T_ROB_L has been restarted from where it was previously stopped. The originator could not be determined.	{args: "2", "T_ROB_L"}
62329     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
62330     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
62331     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
62332     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
62333     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task MotionLoggerL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "3", "MotionLoggerL"}
62334     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task MotionLoggerR has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "4", "MotionLoggerR"}
62335     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task Shared has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "5", "Shared"}
62336     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task MotionSupL has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "6", "MotionSupL"}
62337     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task T_ROB_R has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB_R"}
62338     	I   	Operational         	10129   	Program stopped                         	2016-10-19 10:11:12 	The task T_ROB_L has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB_L"}
62339     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionLoggerL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "3", "MotionLoggerL"}
62340     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionLoggerR has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "4", "MotionLoggerR"}
62341     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task Shared has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "5", "Shared"}
62342     	I   	Operational         	10150   	Program started                         	2016-10-19 10:11:12 	Execution of task MotionSupL has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "MotionSupL"}
62343     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:11:12 	The gearbox at rob_R_1 of robot ROB_R needs service.	{args: "rob_R_1", "ROB_R"}
62344     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:11:12 	The gearbox at rob_R_2 of robot ROB_R needs service.	{args: "rob_R_2", "ROB_R"}
62345     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:11:12 	The gearbox at rob_L_1 of robot ROB_L needs service.	{args: "rob_L_1", "ROB_L"}
62346     	E   	Operational         	10110   	Service Message                         	2016-10-19 10:11:12 	The gearbox at rob_L_2 of robot ROB_L needs service.	{args: "rob_L_2", "ROB_L"}
62347     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:11:12 	 During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62348     	E   	IO & Communication  	71367   	No communication with I/O device        	2016-10-19 10:11:12 	 During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62349     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:11:37 	 Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP. 	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
62350     	I   	IO & Communication  	71276   	Communication established with I/O device	2016-10-19 10:11:37 	 Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP. 	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
62351     	I   	Operational         	10015   	Manual mode selected                    	2016-10-19 10:11:38 	The system is in the Manual mode.	{args: }
62352     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-19 10:11:38 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62353     	I   	Operational         	10010   	Motors OFF state                        	2016-10-19 10:11:39 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62354     	I   	Operational         	10011   	Motors ON state                         	2016-10-19 10:11:39 	The system is in the Motors ON state.	{args: }
62355     	I   	Operational         	10016   	Automatic mode requested                	2016-10-19 10:11:40 	The system has been ordered to go to the Automatic mode.	{args: }
62356     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-19 10:11:41 	The system is in the Automatic mode.	{args: }
62357     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:12:03 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62358     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:12:03 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62359     	I   	Operational         	10052   	Regain start                            	2016-10-19 10:12:03 	A regain movement has started.	{args: "0"}
62360     	I   	Operational         	10053   	Regain ready                            	2016-10-19 10:12:03 	The regain movement is ready.	{args: "0"}
62361     	I   	Operational         	10151   	Program started                         	2016-10-19 10:12:03 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62362     	I   	Operational         	10151   	Program started                         	2016-10-19 10:12:03 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62363     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:12:07 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62364     	I   	Operational         	10125   	Program stopped                         	2016-10-19 10:12:07 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62365     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:12:34 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62366     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-19 10:12:34 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62367     	I   	Operational         	10052   	Regain start                            	2016-10-19 10:12:35 	A regain movement has started.	{args: "0"}
62368     	I   	Operational         	10053   	Regain ready                            	2016-10-19 10:12:35 	The regain movement is ready.	{args: "0"}
62369     	I   	Operational         	10151   	Program started                         	2016-10-19 10:12:35 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62370     	I   	Operational         	10151   	Program started                         	2016-10-19 10:12:35 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
