All event log messages.
Date:	2016-11-02 03:42:11
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
79469     	I   	Operational         	10151   	Program started                         	2016-10-30 11:23:03 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79470     	E   	Motion              	50052   	Joint speed error                       	2016-10-30 11:24:45 	The speed of joint rob_L_5 is wrong relative the ordered speed due to error in system or collision.	{args: "rob_L_5"}
79471     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:24:45 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79472     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:24:45 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79473     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 11:24:45 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79474     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:24:45 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79475     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:24:45 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79476     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 11:24:46 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79477     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:29:08 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79478     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:29:08 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79479     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:29:08 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79480     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:29:08 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
79481     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 11:29:09 	The system is in the Motors ON state.	{args: }
79482     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:29:10 	A regain movement has started.	{args: "0"}
79483     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:29:10 	The regain movement is ready.	{args: "0"}
79484     	I   	Operational         	10151   	Program started                         	2016-10-30 11:29:10 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79485     	I   	Operational         	10151   	Program started                         	2016-10-30 11:29:10 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79486     	W   	Motion              	50204   	Motion supervision                      	2016-10-30 11:29:57 	Motion supervision triggered for axis 3 on mechanical unit ROB_L.	{args: "3", "ROB_L"}
79487     	I   	Operational         	10024   	Collision triggered                     	2016-10-30 11:29:57 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
79488     	I   	Operational         	10026   	Collision retraction                    	2016-10-30 11:29:58 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
79489     	W   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:29:59 	 Task: T_ROB_RA collision has occurred for task T_ROB_R. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_R/main/MoveAbsJ/276	{args: "T_ROB_R", "/SERVER_R/main/MoveAbsJ/276", "ERR_COLL_STOP"}
79490     	E   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:29:59 	 Task: T_ROB_RA collision has occurred for task T_ROB_R. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_R/main/MoveAbsJ/276	{args: "T_ROB_R", "/SERVER_R/main/MoveAbsJ/276", "ERR_COLL_STOP"}
79491     	E   	Program             	40228   	Execution error                         	2016-10-30 11:29:59 	The execution of task T_ROB_R has been stopped by a runtime error 50464.	{args: "T_ROB_R", "50464"}
79492     	W   	Program             	40357   	Missing Error Handler                   	2016-10-30 11:29:59 	There is no error handler that deals with the process error for task T_ROB_R.	{args: "T_ROB_R"}
79493     	I   	Operational         	10025   	Collision confirmed                     	2016-10-30 11:29:59 	The collision detection has been confirmed. 	{args: }
79494     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:29:59 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79495     	I   	Operational         	10126   	Program stopped                         	2016-10-30 11:29:59 	The task T_ROB_R has stopped. The reason is that an error has occurred. 	{args: "1", "T_ROB_R"}
79496     	W   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:29:59 	 Task: T_ROB_LA collision has occurred for task T_ROB_L. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_L/main/MoveL/462	{args: "T_ROB_L", "/SERVER_L/main/MoveL/462", "ERR_COLL_STOP"}
79497     	W   	Program             	41595   	Socket error                            	2016-10-30 11:32:21 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::60180:8388608.000000"}
79498     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:32:37 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79499     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:32:39 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79500     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:32:39 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79501     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:32:39 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79502     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:32:40 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79503     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:32:40 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79504     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:32:41 	A regain movement has started.	{args: "0"}
79505     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:32:41 	The regain movement is ready.	{args: "0"}
79506     	I   	Operational         	10151   	Program started                         	2016-10-30 11:32:41 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79507     	I   	Operational         	10151   	Program started                         	2016-10-30 11:32:41 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79508     	E   	Motion              	50145   	Kinematic limitation                    	2016-10-30 11:36:59 	Kinematic limitation for robot ROB_R, no solution found.- Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_R"}
79509     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:36:59 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79510     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:36:59 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79511     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:36:59 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79512     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:36:59 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79513     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:39:53 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79514     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:39:53 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79515     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:39:53 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79516     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:39:53 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
79517     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:39:56 	A regain movement has started.	{args: "0"}
79518     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:39:56 	The regain movement is ready.	{args: "0"}
79519     	I   	Operational         	10151   	Program started                         	2016-10-30 11:39:56 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79520     	I   	Operational         	10151   	Program started                         	2016-10-30 11:39:56 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79521     	I   	Operational         	10015   	Manual mode selected                    	2016-10-30 11:40:11 	The system is in the Manual mode.	{args: }
79522     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:40:11 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79523     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:40:11 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79524     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:40:11 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79525     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:40:11 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79526     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2016-10-30 11:40:53 	Joint rob_R_7 connected to drive module 1 has exceeded the maximum speed for teach mode operation.	{args: "rob_R_7", "1", "1", "1", "7"}
79527     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 11:40:53 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79528     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 11:41:04 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79529     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 11:41:05 	The system is in the Motors ON state.	{args: }
79530     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2016-10-30 11:41:37 	Joint rob_R_7 connected to drive module 1 has exceeded the maximum speed for teach mode operation.	{args: "rob_R_7", "1", "1", "1", "7"}
79531     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 11:41:37 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79532     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 11:41:45 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79533     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 11:41:46 	The system is in the Motors ON state.	{args: }
79534     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:44:26 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79535     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:44:26 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79536     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:44:26 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79537     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:44:26 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
79538     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:44:36 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79539     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:44:36 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79540     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:44:37 	A regain movement has started.	{args: "0"}
79541     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:44:37 	The regain movement is ready.	{args: "0"}
79542     	I   	Operational         	10151   	Program started                         	2016-10-30 11:44:37 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79543     	I   	Operational         	10151   	Program started                         	2016-10-30 11:44:37 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79544     	W   	Program             	41595   	Socket error                            	2016-10-30 11:45:17 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::53812:8388608.000000"}
79545     	W   	Program             	41595   	Socket error                            	2016-10-30 11:45:17 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::60240:8388608.000000"}
79546     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:45:17 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79547     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:45:17 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79548     	E   	Hardware            	38104   	Overspeed During Teach Mode             	2016-10-30 11:45:51 	Joint rob_R_7 connected to drive module 1 has exceeded the maximum speed for teach mode operation.	{args: "rob_R_7", "1", "1", "1", "7"}
79549     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 11:45:51 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79550     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 11:45:59 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79551     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 11:46:00 	The system is in the Motors ON state.	{args: }
79552     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:49:48 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79553     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:49:48 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79554     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:49:52 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79555     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:49:52 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79556     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:49:53 	A regain movement has started.	{args: "0"}
79557     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:49:53 	The regain movement is ready.	{args: "0"}
79558     	I   	Operational         	10151   	Program started                         	2016-10-30 11:49:53 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79559     	I   	Operational         	10151   	Program started                         	2016-10-30 11:49:53 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79560     	W   	Motion              	50204   	Motion supervision                      	2016-10-30 11:50:16 	Motion supervision triggered for axis 7 on mechanical unit ROB_R.	{args: "7", "ROB_R"}
79561     	I   	Operational         	10024   	Collision triggered                     	2016-10-30 11:50:16 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
79562     	I   	Operational         	10026   	Collision retraction                    	2016-10-30 11:50:17 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
79563     	W   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:50:18 	 Task: T_ROB_RA collision has occurred for task T_ROB_R. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_R/main/MoveL/460	{args: "T_ROB_R", "/SERVER_R/main/MoveL/460", "ERR_COLL_STOP"}
79564     	E   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:50:18 	 Task: T_ROB_RA collision has occurred for task T_ROB_R. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_R/main/MoveL/460	{args: "T_ROB_R", "/SERVER_R/main/MoveL/460", "ERR_COLL_STOP"}
79565     	E   	Program             	40228   	Execution error                         	2016-10-30 11:50:18 	The execution of task T_ROB_R has been stopped by a runtime error 50464.	{args: "T_ROB_R", "50464"}
79566     	W   	Program             	40357   	Missing Error Handler                   	2016-10-30 11:50:18 	There is no error handler that deals with the process error for task T_ROB_R.	{args: "T_ROB_R"}
79567     	I   	Operational         	10025   	Collision confirmed                     	2016-10-30 11:50:18 	The collision detection has been confirmed. 	{args: }
79568     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:50:18 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79569     	I   	Operational         	10126   	Program stopped                         	2016-10-30 11:50:18 	The task T_ROB_R has stopped. The reason is that an error has occurred. 	{args: "1", "T_ROB_R"}
79570     	W   	Motion              	50464   	A collision has occurred.               	2016-10-30 11:50:18 	 Task: T_ROB_LA collision has occurred for task T_ROB_L. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./SERVER_L/main/MoveAbsJ/282	{args: "T_ROB_L", "/SERVER_L/main/MoveAbsJ/282", "ERR_COLL_STOP"}
79571     	W   	Program             	41595   	Socket error                            	2016-10-30 11:51:09 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::60258:8388608.000000"}
79572     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:51:09 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79573     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:51:10 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79574     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:51:10 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79575     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:51:10 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79576     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:51:12 	A regain movement has started.	{args: "0"}
79577     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:51:12 	The regain movement is ready.	{args: "0"}
79578     	I   	Operational         	10151   	Program started                         	2016-10-30 11:51:12 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79579     	I   	Operational         	10151   	Program started                         	2016-10-30 11:51:12 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79580     	E   	Motion              	50021   	Joint position error                    	2016-10-30 11:51:35 	Actual position of joint rob_R_4 is too far away from the ordered position.	{args: "rob_R_4"}
79581     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:51:35 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79582     	I   	Operational         	10020   	Execution error state                   	2016-10-30 11:51:35 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79583     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 11:51:35 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79584     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:51:35 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79585     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:51:35 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79586     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:51:50 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79587     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:51:50 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79588     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:51:50 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
79589     	I   	Operational         	10021   	Execution error reset                   	2016-10-30 11:51:50 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
79590     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 11:51:51 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79591     	I   	Operational         	10011   	Motors ON state                         	2016-10-30 11:51:52 	The system is in the Motors ON state.	{args: }
79592     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:51:52 	A regain movement has started.	{args: "0"}
79593     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:51:52 	The regain movement is ready.	{args: "0"}
79594     	I   	Operational         	10151   	Program started                         	2016-10-30 11:51:52 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79595     	I   	Operational         	10151   	Program started                         	2016-10-30 11:51:52 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79596     	W   	Program             	41595   	Socket error                            	2016-10-30 11:53:03 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "54:10:2::53848:8388608.000000"}
79597     	W   	Program             	41595   	Socket error                            	2016-10-30 11:53:03 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/230.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/230", "ERR_SOCK_CLOSED", "-28:10:2::60276:8388608.000000"}
79598     	I   	Operational         	10016   	Automatic mode requested                	2016-10-30 11:53:03 	The system has been ordered to go to the Automatic mode.	{args: }
79599     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:53:03 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79600     	I   	Operational         	10125   	Program stopped                         	2016-10-30 11:53:03 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79601     	I   	Operational         	10017   	Automatic mode confirmed                	2016-10-30 11:53:05 	The system is in the Automatic mode.	{args: }
79602     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:53:07 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
79603     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-30 11:53:07 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
79604     	I   	Operational         	10052   	Regain start                            	2016-10-30 11:53:08 	A regain movement has started.	{args: "0"}
79605     	I   	Operational         	10053   	Regain ready                            	2016-10-30 11:53:08 	The regain movement is ready.	{args: "0"}
79606     	I   	Operational         	10151   	Program started                         	2016-10-30 11:53:08 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
79607     	I   	Operational         	10151   	Program started                         	2016-10-30 11:53:08 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
79608     	E   	Motion              	50052   	Joint speed error                       	2016-10-30 12:03:13 	The speed of joint rob_R_7 is wrong relative the ordered speed due to error in system or collision.	{args: "rob_R_7"}
79609     	I   	Operational         	10020   	Execution error state                   	2016-10-30 12:03:13 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
79610     	I   	Operational         	10020   	Execution error state                   	2016-10-30 12:03:13 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
79611     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-30 12:03:13 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
79612     	I   	Operational         	10125   	Program stopped                         	2016-10-30 12:03:13 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
79613     	I   	Operational         	10010   	Motors OFF state                        	2016-10-30 12:03:14 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
79614     	I   	Operational         	10125   	Program stopped                         	2016-10-30 12:03:14 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
79615     	I   	Operational         	10045   	System restarted                        	2016-10-31 23:55:44 	System was restarted. 	{args: }
79616     	W   	Operational         	12700   	Missing time zone information           	2016-10-31 23:55:44 	No time zone information has been specified.	{args: }
79617     	W   	Program             	41595   	Socket error                            	2016-10-31 23:56:43 	Task: JointsLoggerL.The connection has been closed by the remote host. Program Ref: /joints_logger/main/SocketSend/58.	{args: "JointsLoggerL", "/joints_logger/main/SocketSend/58", "ERR_SOCK_CLOSED", "54:10:2:192.168.125.39:59104:0.000000"}
79618     	W   	Program             	41595   	Socket error                            	2016-10-31 23:56:43 	Task: JointsLoggerR.The connection has been closed by the remote host. Program Ref: /joints_logger/main/SocketSend/58.	{args: "JointsLoggerR", "/joints_logger/main/SocketSend/58", "ERR_SOCK_CLOSED", "54:10:2:192.168.125.39:47186:0.000000"}
